11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
32071121	Head_Neck cancer	Kingella	decrease	Oral mucosae
32071121	Head_Neck cancer	Lachnospiraceae	decrease	Oral mucosae
32071121	Head_Neck cancer	Ruminococcus	increase	Oral mucosae
32071121	Head_Neck cancer	Selenomonas	decrease	Oral mucosae
32071121	Head_Neck cancer	Stenotrophomonas	increase	Oral mucosae
32071121	Head_Neck cancer	Tannerella	decrease	Oral mucosae
32071121	Head_Neck cancer	Veillonella parvula	decrease	Oral mucosae
32071121	Head_Neck cancer	Weeksella	decrease	Oral mucosae
32073913	Lung cancer	Prevotella	decrease	Bronchus
32073913	Lung cancer	Streptococcus	increase	Bronchus
32083024	Migraine	Bifidobacterium adolescentis	decrease	Gastrointestinal tract
32083024	Migraine	Blautia hydrogenotrophica	increase	Gastrointestinal tract
32083024	Migraine	Clostridium asparagiform	increase	Gastrointestinal tract
32083024	Migraine	Clostridium boltae	increase	Gastrointestinal tract
32083024	Migraine	Clostridium citroniae	increase	Gastrointestinal tract
32083024	Migraine	Clostridium clostridioforme	increase	Gastrointestinal tract
32083024	Migraine	Clostridium hathewayi	increase	Gastrointestinal tract
32083024	Migraine	Clostridium ramosum	increase	Gastrointestinal tract
32083024	Migraine	Clostridium spiroforme	increase	Gastrointestinal tract
32083024	Migraine	Clostridium symbiosum	increase	Gastrointestinal tract
32083024	Migraine	Eggerthella lenta	increase	Gastrointestinal tract
32083024	Migraine	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
32083024	Migraine	Flavonifractor plautii	increase	Gastrointestinal tract
32083024	Migraine	Lachnospiraceae	increase	Gastrointestinal tract
32083024	Migraine	Methanobrevibacter smithii	decrease	Gastrointestinal tract
32083024	Migraine	Ruminococcus gnavus	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Akkermansia muciniphila	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Alistipes finegoldii	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Bacteroides cellulosilyticus	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Bacteroides coprocola	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Bacteroides intestinalis	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Barnesiella intestinihominis	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Bifidobacterium bifidum	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Butyrivibrio crossotus	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Collinsella aerofaciens	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Coprobacter fastidiosus	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Coprococcus eutactus	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Eubacterium siraeum	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Lachnospiraceae bacterium	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Parabacteroides johnsonii	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Parabacteroides merdae	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Parasutterella excrementihominis	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Roseburia Inulinivorans	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Ruminococcus gnavus	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Streptococcus parasanguinis	increase	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Streptococcus thermophiles	decrease	Gastrointestinal tract
32088998	Pulmonary arterial hypertension	Subdoligranulum	decrease	Gastrointestinal tract
32093640	Acute lymphoblastic leukemia	Anaerococcus	decrease	Anus
32093640	Acute lymphoblastic leukemia	Atopobium	decrease	Anus
32093640	Acute lymphoblastic leukemia	Bacteriodes uniformis	increase	Anus
32093640	Acute lymphoblastic leukemia	Bacteroides fragilis	increase	Anus
32093640	Acute lymphoblastic leukemia	Bifidobacterium	decrease	Anus
32093640	Acute lymphoblastic leukemia	Campylobacter	decrease	Anus
32093640	Acute lymphoblastic leukemia	Corynebacterium	decrease	Anus
32093640	Acute lymphoblastic leukemia	Peptoniphilus	decrease	Anus
32093640	Acute lymphoblastic leukemia	Porphyromonas	decrease	Anus
32093640	Acute lymphoblastic leukemia	Prevotella	decrease	Anus
32093640	Acute lymphoblastic leukemia	Staphylococcus	decrease	Anus
32093640	Acute lymphoblastic leukemia	Veillonellaceae	decrease	Anus
32100534	Coronary artery disease	Agrobacterium	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Akkermansia	increase	Gastrointestinal tract
32100534	Coronary artery disease	Bacteroidetes	increase	Gastrointestinal tract
32100534	Coronary artery disease	Barnesiellaceae	increase	Gastrointestinal tract
32100534	Coronary artery disease	Blautia	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Bulleidia	increase	Gastrointestinal tract
32100534	Coronary artery disease	Butyricimonas	increase	Gastrointestinal tract
32100534	Coronary artery disease	Catenibacterium	increase	Gastrointestinal tract
32100534	Coronary artery disease	Christensenellaceae	increase	Gastrointestinal tract
32100534	Coronary artery disease	Collinsella	increase	Gastrointestinal tract
32100534	Coronary artery disease	Comamonas	increase	Gastrointestinal tract
32100534	Coronary artery disease	Coprococcus	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Coriobacteriaceae	increase	Gastrointestinal tract
32100534	Coronary artery disease	Delftia	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Desulfovibrio	increase	Gastrointestinal tract
32100534	Coronary artery disease	Dorea	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Eggerthella	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Enhydrobacter	increase	Gastrointestinal tract
32100534	Coronary artery disease	Enterobacter	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Lachnospiraceae	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Leuconostocaceae	increase	Gastrointestinal tract
32100534	Coronary artery disease	Megasphaera	increase	Gastrointestinal tract
32100534	Coronary artery disease	Morganella	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Odoribacter	increase	Gastrointestinal tract
32100534	Coronary artery disease	Prevotella	increase	Gastrointestinal tract
32100534	Coronary artery disease	Shewanella	increase	Gastrointestinal tract
32100534	Coronary artery disease	Sphingobium	increase	Gastrointestinal tract
32100534	Coronary artery disease	Sphingomonadaceae	increase	Gastrointestinal tract
32100534	Coronary artery disease	Staphylococcus	decrease	Gastrointestinal tract
32100534	Coronary artery disease	Verrucomicrobium	increase	Gastrointestinal tract
32108159	Cystic fibrosis	Aspergillus	increase	Sputum
32108159	Cystic fibrosis	Candida	decrease	Sputum
32108159	Cystic fibrosis	Fusarium	decrease	Sputum
32108159	Cystic fibrosis	Haemophilus	decrease	Sputum
32108159	Cystic fibrosis	Malassezia	increase	Sputum
32108159	Cystic fibrosis	Penicillium	decrease	Sputum
32108159	Cystic fibrosis	Pseudomonas	decrease	Sputum
32108159	Cystic fibrosis	Scedosporium	decrease	Sputum
32108159	Cystic fibrosis	Staphylococcus	decrease	Sputum
32108159	Cystic fibrosis	Streptococcus	decrease	Sputum
32109360	Caries	Actinomyces	decrease	Tooth
32109360	Caries	Candida dubliniensis	increase	Tooth
32109360	Caries	Corynebacterium durum	decrease	Tooth
32109360	Caries	Lautropia mirabilis	decrease	Tooth
32109360	Caries	Leptotrichia	decrease	Tooth
32109360	Caries	Prevotella	increase	Tooth
32109360	Caries	Selenomonas	increase	Tooth
32109360	Caries	Streptococcus mutans	increase	Tooth
32109360	Caries	Veillonella dispar	increase	Tooth
32111156	Kidney stone	Acinetobacter johnsonii	increase	Urine
32111156	Kidney stone	Bacteroides barnesiae	increase	Urine
32111156	Kidney stone	Bacteroides fragilis	increase	Urine
32111156	Kidney stone	Bacteroides ovatus	increase	Urine
32111156	Kidney stone	Bacteroides plebeius	increase	Urine
32111156	Kidney stone	Clostridium sartagoforme	increase	Urine
32111156	Kidney stone	Eubacterium biforme	increase	Urine
32111156	Kidney stone	Faecalibacterium	decrease	Urine
32111156	Kidney stone	Lactobacillus	decrease	Urine
32111156	Kidney stone	Lysinibacillus boronitolerans	increase	Urine
32111156	Kidney stone	Parabacteroides distasonis	increase	Urine
32111156	Kidney stone	Prevotella copri	increase	Urine
32111156	Kidney stone	Prevotella stercorea	increase	Urine
32111156	Kidney stone	Veillonella parvula	increase	Urine
32123200	Macular degeneration	Actinomyces	increase	Nasal cavity
32123200	Macular degeneration	Actinomyces	increase	Oral mucosae
32123200	Macular degeneration	Anaerococcus	increase	Oral mucosae
32123200	Macular degeneration	Campylobacter	increase	Oral mucosae
32123200	Macular degeneration	Corynebacteriaceae	increase	Oral mucosae
32123200	Macular degeneration	Finegoldia	increase	Oral mucosae
32123200	Macular degeneration	Fusobacterium	decrease	Oral mucosae
32123200	Macular degeneration	Gemella	increase	Nasal cavity
32123200	Macular degeneration	Peptoniphilus	increase	Oral mucosae
32123200	Macular degeneration	Prevotella	increase	Oral mucosae
32123200	Macular degeneration	Propionibacterium	increase	Oral mucosae
32123200	Macular degeneration	Rothia	increase	Oral mucosae
32123200	Macular degeneration	Staphylococcus	increase	Oral mucosae
32123200	Macular degeneration	Streptococcus	increase	Nasal cavity
32123200	Macular degeneration	Veillonella	increase	Nasal cavity
32132029	Colorectal cancer	Bifidobacterium	decrease	Gastrointestinal tract
32132029	Colorectal cancer	Bifidobacterium	increase	Gastrointestinal tract
32132029	Colorectal cancer	Lachnoclostridium	decrease	Gastrointestinal tract
32132029	Colorectal cancer	Phascolarctobacterium	decrease	Gastrointestinal tract
32132029	Colorectal cancer	Ruminococcus	increase	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Bacteroides caccae	increase	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Lachnospiraceae	decrease	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Odoribacter splanchnicus	increase	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Paraprevotella xylaniphila	increase	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Ruminococcus gnavus	decrease	Gastrointestinal tract
32132899	Attention Deficit Hyperactivity Disorder	Veillonella parvula	increase	Gastrointestinal tract
32143621	Metabolic syndrome	Catenibacterium	increase	Gastrointestinal tract
32143621	Metabolic syndrome	Collinsella aerofaciens	increase	Gastrointestinal tract
32143621	Metabolic syndrome	Coprococcus	increase	Gastrointestinal tract
32143621	Obesity	Bifidobacterium adolescentis	increase	Gastrointestinal tract
32143621	Obesity	Faecalibacterium prausnitzii	increase	Gastrointestinal tract
32143621	Obesity	Phascolarctobacterium	decrease	Gastrointestinal tract
32143621	Obesity	Porphyromonas	increase	Gastrointestinal tract
32152391	Stevens-Johnson syndrome	Acinetobacter	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Akkermansia	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Bacillus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Bacteroides	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Bifidobacterium	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Blautia	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Cetobacterium	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Clostridium	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Cohaesibacter	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Collinsella	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Coprococcus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Erwinia	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Faecalibacterium	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Fusibacter	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Fusobacterium	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Lactobacillus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Megamonas	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Methanobrevibacter	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Methylophaga	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Odoribacter	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Paraprevotella	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Phascolarctobacterium	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Prevotella	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Pseudoalteromonas	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Pseudomonas	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Roseburia	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Ruminococcus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Salinivibrio	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Shewanella	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Staphylococcus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Streptococcus	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Tenacibaculum	decrease	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Thermomonas	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Turicibacter	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Veillonella	increase	Ocular conjunctiva
32152391	Stevens-Johnson syndrome	Vibrio	decrease	Ocular conjunctiva
32154184	Chronic urticaria	Bacteroides	decrease	Gastrointestinal tract
32154184	Chronic urticaria	Bifidobacterium	decrease	Gastrointestinal tract
32154184	Chronic urticaria	Enterobacteriaceae	increase	Gastrointestinal tract
32154184	Chronic urticaria	Faecalibacterium	decrease	Gastrointestinal tract
32154184	Chronic urticaria	Lactobacillus	decrease	Gastrointestinal tract
32154184	Chronic urticaria	Ruminococcaceae	decrease	Gastrointestinal tract
32158514	Caries	Candida albicans	increase	Tooth
32158514	Caries	Candida sake	increase	Tooth
32158514	Caries	Cryptococcus neoformans	increase	Tooth
32158514	Caries	Malassezia globosa	decrease	Tooth
32158702	Type 2 diabetes	Adlercreutzia	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Anaerostipes	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Cellulosilyticum ruminicola	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Clostridium butyricum	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Clostridium paraputrificum	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Collinsella	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Desulfovibrio piger	increase	Gastrointestinal tract
32158702	Type 2 diabetes	Epulopiscium	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Eubacterium	increase	Gastrointestinal tract
32158702	Type 2 diabetes	Pediococcus	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Peptostreptococcus	increase	Gastrointestinal tract
32158702	Type 2 diabetes	Prevotella	increase	Gastrointestinal tract
32158702	Type 2 diabetes	Ruminococcus lactaris	decrease	Gastrointestinal tract
32158702	Type 2 diabetes	Terrisporobacter glycolicus	decrease	Gastrointestinal tract
32161568	Parkinsons Disease	Alistipes	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Anaerotruncus	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Barnesiella	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Blautia	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Butyricimonas	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Odoribacter	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Ruminococcus	increase	Gastrointestinal tract
32161568	Parkinsons Disease	Veillonella	decrease	Gastrointestinal tract
32162850	Multiple sclerosis	Alistipes	increase	Gastrointestinal tract
32162850	Multiple sclerosis	Anaerotruncus	increase	Gastrointestinal tract
32162850	Multiple sclerosis	Butyricicoccus	decrease	Gastrointestinal tract
32162850	Multiple sclerosis	Clostridium cluster IV	increase	Gastrointestinal tract
32162850	Multiple sclerosis	Gemmiger	decrease	Gastrointestinal tract
32162850	Multiple sclerosis	Intestinibacter	decrease	Gastrointestinal tract
32162850	Multiple sclerosis	Lactobacillus	increase	Gastrointestinal tract
32162850	Multiple sclerosis	Methanobrevibacter	increase	Gastrointestinal tract
